feature,modeling_type,description,category,feature_group
zp_payments_18month,numerical,Отношение суммарных поступлений заработной платы клиенту ко всем расходным транзакциям клиента за 18 месяцев до отчетной даты,"Переводы, доходы и расходы",Зарплата
zp_inputs_all_18month,numerical,Отношение суммарных поступлений заработной платы клиенту к сумме всех поступлений клиенту за 18 месяцев до отчетной даты,"Переводы, доходы и расходы",Зарплата
zp_flag_24month,categorical,"Факт того, что клиенту начислялась хотя бы одна заработная плата в теченеие 24 месяцев до отчетной даты","Переводы, доходы и расходы",Зарплата
zp_mean_24month,numerical,Средняя заработная плата клиента за 24 месяцев до отчетной даты,"Переводы, доходы и расходы",Зарплата
zp_all_mean_24month,numerical,Отношение средней заработной платы клиента к средней зарплате всех активных клиентов банка за 24 месяцев до отчетной даты. Флаг активности считаем на отчетную дату.,"Переводы, доходы и расходы",Зарплата
zp_region_mean_24month,numerical,"Отношение средней заработной платы клиента к средней зарплате активных клиентов банка, проживающих в регионе проживания клиента за 24 месяцев до отчетной даты. Флаг активности считаем на отчетную дату.","Переводы, доходы и расходы",Зарплата
zp_payments_24month,numerical,Отношение суммарных поступлений заработной платы клиенту ко всем расходным транзакциям клиента за 24 месяцев до отчетной даты,"Переводы, доходы и расходы",Зарплата
zp_inputs_all_24month,numerical,Отношение суммарных поступлений заработной платы клиенту к сумме всех поступлений клиенту за 24 месяцев до отчетной даты,"Переводы, доходы и расходы",Зарплата
savings_sum_dep_now,numerical,Суммарный остаток по продукту Deposit на отчетную дату,Модели сбережений,DEPOSIT
savings_sum_dep_1m,numerical,Суммарный остаток по продукту Deposit на отчетную дату минус 1 месяц,Модели сбережений,DEPOSIT
savings_sum_dep_2m,numerical,Суммарный остаток по продукту Deposit на отчетную дату минус 2 месяца,Модели сбережений,DEPOSIT
savings_sum_dep_3m,numerical,Суммарный остаток по продукту Deposit на отчетную дату минус 3 месяца,Модели сбережений,DEPOSIT
savings_sum_dep_6m,numerical,Суммарный остаток по продукту Deposit на отчетную дату минус 6 месяцев,Модели сбережений,DEPOSIT
savings_sum_dep_9m,numerical,Суммарный остаток по продукту Deposit на отчетную дату минус 9 месяцев,Модели сбережений,DEPOSIT
savings_sum_dep_12m,numerical,Суммарный остаток по продукту Deposit на отчетную дату минус 12 месяцев,Модели сбережений,DEPOSIT
savings_avg_dep_1m,numerical,Средний баланс по продукту Deposit за 1 последний месяц до отчетной даты,Модели сбережений,DEPOSIT
savings_avg_dep_3m,numerical,Средний баланс по продукту Deposit за 3 последних месяца до отчетной даты,Модели сбережений,DEPOSIT
savings_avg_dep_6m,numerical,Средний баланс по продукту Deposit за 6 последних месяцев до отчетной даты,Модели сбережений,DEPOSIT
savings_avg_dep_9m,numerical,Средний баланс по продукту Deposit за 9 последних месяцев до отчетной даты,Модели сбережений,DEPOSIT
savings_avg_dep_12m,numerical,Средний баланс по продукту Deposit за 12 последних месяца до отчетной даты,Модели сбережений,DEPOSIT
savings_sum_dep_credit_1m,numerical,Сумма поступлений денежных средств на счета с продуктом Deposit за 1 месяц до отчетной даты,Модели сбережений,DEPOSIT
savings_sum_dep_credit_3m,numerical,Сумма поступлений денежных средств на счета с продуктом Deposit за 3 последних месяца до отчетной даты,Модели сбережений,DEPOSIT
savings_sum_dep_credit_6m,numerical,Сумма поступлений денежных средств на счета с продуктом Deposit за 6 последних месяца до отчетной даты,Модели сбережений,DEPOSIT
savings_sum_dep_credit_9m,numerical,Сумма поступлений денежных средств на счета с продуктом Deposit за 9 последних месяца до отчетной даты,Модели сбережений,DEPOSIT
savings_sum_dep_credit_12m,numerical,Сумма поступлений денежных средств на счета с продуктом Deposit за 12 последних месяцев до отчетной даты,Модели сбережений,DEPOSIT
savings_sum_dep_debet_1m,numerical,Сумма списаний денежных средств со счетов с продуктом Deposit за 1 месяц до отчетной даты,Модели сбережений,DEPOSIT
savings_sum_dep_debet_3m,numerical,Сумма списаний денежных средств со счетов с продуктом Deposit за 3 последних месяца до отчетной даты,Модели сбережений,DEPOSIT
savings_sum_dep_debet_6m,numerical,Сумма списаний денежных средств со счетов с продуктом Deposit за 6 последних месяца до отчетной даты,Модели сбережений,DEPOSIT
savings_sum_dep_debet_9m,numerical,Сумма списаний денежных средств со счетов с продуктом Deposit за 9 последних месяца до отчетной даты,Модели сбережений,DEPOSIT
savings_sum_dep_debet_12m,numerical,Сумма списаний денежных средств со счетов с продуктом Deposit за 12 последних месяцев до отчетной даты,Модели сбережений,DEPOSIT
savings_sum_dep_topup_1m,numerical,"Сумма пополнений (т.е. не открытие новых вкладов, а пополнение уже открытых) счетов с продуктом Deposit за 1 месяц до отчетной даты",Модели сбережений,DEPOSIT
savings_sum_dep_topup_3m,numerical,Сумма пополнений счетов с продуктом Deposit за 3 последних месяца до отчетной даты,Модели сбережений,DEPOSIT
savings_sum_dep_topup_6m,numerical,Сумма пополнений счетов с продуктом Deposit за 6 последних месяца до отчетной даты,Модели сбережений,DEPOSIT
savings_sum_dep_topup_9m,numerical,Сумма пополнений счетов с продуктом Deposit за 9 последних месяца до отчетной даты,Модели сбережений,DEPOSIT
savings_sum_dep_topup_12m,numerical,Сумма пополнений счетов с продуктом Deposit за 12 последних месяцев до отчетной даты,Модели сбережений,DEPOSIT
savings_sum_dep_withdrawal_1m,numerical,Сумма досрочных списаний (т.е. без закрытия договора вклада) денежных средств со счетов с продуктом Deposit за 1 месяц до отчетной даты,Модели сбережений,DEPOSIT
savings_sum_dep_withdrawal_3m,numerical,Сумма досрочных списаний денежных средств со счетов с продуктом Deposit за 3 последних месяца до отчетной даты,Модели сбережений,DEPOSIT
savings_sum_dep_withdrawal_6m,numerical,Сумма досрочных списаний денежных средств со счетов с продуктом Deposit за 6 последних месяца до отчетной даты,Модели сбережений,DEPOSIT
savings_sum_dep_withdrawal_9m,numerical,Сумма досрочных списаний денежных средств со счетов с продуктом Deposit за 9 последних месяца до отчетной даты,Модели сбережений,DEPOSIT
savings_sum_dep_withdrawal_12m,numerical,Сумма досрочных списаний денежных средств со счетов с продуктом Deposit за 12 последних месяцев до отчетной даты,Модели сбережений,DEPOSIT
savings_sum_sa_now,numerical,Суммарный остаток по продукту Save_account  на отчетную дату,Модели сбережений,SAVE ACCOUNT
savings_sum_sa_1m,numerical,Суммарный остаток по продукту Save_account  на отчетную дату минус 1 месяц,Модели сбережений,SAVE ACCOUNT
savings_sum_sa_2m,numerical,Суммарный остаток по продукту Save_account  на отчетную дату минус 2 месяца,Модели сбережений,SAVE ACCOUNT
savings_sum_sa_3m,numerical,Суммарный остаток по продукту Save_account  на отчетную дату минус 3 месяца,Модели сбережений,SAVE ACCOUNT
savings_sum_sa_6m,numerical,Суммарный остаток по продукту Save_account  на отчетную дату минус 6 месяцев,Модели сбережений,SAVE ACCOUNT
savings_sum_sa_9m,numerical,Суммарный остаток по продукту Save_account  на отчетную дату минус 9 месяцев,Модели сбережений,SAVE ACCOUNT
savings_sum_sa_12m,numerical,Суммарный остаток по продукту Save_account  на отчетную дату минус 12 месяцев,Модели сбережений,SAVE ACCOUNT
savings_avg_sa_1m,numerical,Средний баланс по продукту Save_account  за 1 последний месяц до отчетной даты,Модели сбережений,SAVE ACCOUNT
savings_avg_sa_3m,numerical,Средний баланс по продукту Save_account  за 3 последних месяца до отчетной даты,Модели сбережений,SAVE ACCOUNT
savings_avg_sa_6m,numerical,Средний баланс по продукту Save_account  за 6 последних месяцев до отчетной даты,Модели сбережений,SAVE ACCOUNT
savings_avg_sa_9m,numerical,Средний баланс по продукту Save_account  за 9 последних месяцев до отчетной даты,Модели сбережений,SAVE ACCOUNT
savings_avg_sa_12m,numerical,Средний баланс по продукту Save_account  за 12 последних месяцев до отчетной даты,Модели сбережений,SAVE ACCOUNT
savings_sum_sa_credit_1m,numerical,Сумма поступлений денежных средств на счета с продуктом Save_account  за 1 месяц до отчетной даты,Модели сбережений,SAVE ACCOUNT
savings_sum_sa_credit_3m,numerical,Сумма поступлений денежных средств на счета с продуктом Save_account  за 3 последних месяца до отчетной даты,Модели сбережений,SAVE ACCOUNT
savings_sum_sa_credit_6m,numerical,Сумма поступлений денежных средств на счета с продуктом Save_account  за 6 последних месяца до отчетной даты,Модели сбережений,SAVE ACCOUNT
savings_sum_sa_credit_9m,numerical,Сумма поступлений денежных средств на счета с продуктом Save_account  за 9 последних месяцев до отчетной даты,Модели сбережений,SAVE ACCOUNT
savings_sum_sa_credit_12m,numerical,Сумма поступлений денежных средств на счета с продуктом Save_account  за 12 последних месяцев до отчетной даты,Модели сбережений,SAVE ACCOUNT
savings_sum_sa_debet_1m,numerical,Сумма списаний денежных средств со счетов с продуктом Save_account  за 1 месяц до отчетной даты,Модели сбережений,SAVE ACCOUNT
savings_sum_sa_debet_3m,numerical,Сумма списаний денежных средств со счетов с продуктом Save_account  за 3 последних месяца до отчетной даты,Модели сбережений,SAVE ACCOUNT
savings_sum_sa_debet_6m,numerical,Сумма списаний денежных средств со счетов с продуктом Save_account  за 6 последних месяца до отчетной даты,Модели сбережений,SAVE ACCOUNT
savings_sum_sa_debet_9m,numerical,Сумма списаний денежных средств со счетов с продуктом Save_account  за 9 последних месяцев до отчетной даты,Модели сбережений,SAVE ACCOUNT
savings_sum_sa_debet_12m,numerical,Сумма списаний денежных средств со счетов с продуктом Save_account  за 12 последних месяцев до отчетной даты,Модели сбережений,SAVE ACCOUNT
savings_sum_bro_now,numerical,Суммарный остаток по продукту инвест. (брокерские счета + ИИС)  на отчетную дату,Модели сбережений,BROKER
savings_sum_bro_1m,numerical,Суммарный остаток по продукту инвест. (брокерские счета + ИИС)  на отчетную дату минус 1 месяц,Модели сбережений,BROKER
savings_sum_bro_2m,numerical,Суммарный остаток по продукту инвест. (брокерские счета + ИИС)  на отчетную дату минус 2 месяца,Модели сбережений,BROKER
savings_sum_bro_3m,numerical,Суммарный остаток по продукту инвест. (брокерские счета + ИИС)  на отчетную дату минус 3 месяца,Модели сбережений,BROKER
savings_sum_bro_6m,numerical,Суммарный остаток по продукту инвест. (брокерские счета + ИИС)  на отчетную дату минус 6 месяцев,Модели сбережений,BROKER
savings_sum_bro_9m,numerical,Суммарный остаток по продукту инвест. (брокерские счета + ИИС)  на отчетную дату минус 9 месяцев,Модели сбережений,BROKER
savings_sum_bro_12m,numerical,Суммарный остаток по продукту инвест. (брокерские счета + ИИС)  на отчетную дату минус 12 месяцев,Модели сбережений,BROKER
savings_avg_bro_1m,numerical,Средний баланс по продукту инвест. (брокерские счета + ИИС)  за 1 последний месяц до отчетной даты,Модели сбережений,BROKER
savings_avg_bro_3m,numerical,Средний баланс по продукту инвест. (брокерские счета + ИИС)  за 3 последних месяца до отчетной даты,Модели сбережений,BROKER
savings_avg_bro_6m,numerical,Средний баланс по продукту инвест. (брокерские счета + ИИС)  за 6 последних месяцев до отчетной даты,Модели сбережений,BROKER
savings_avg_bro_9m,numerical,Средний баланс по продукту инвест. (брокерские счета + ИИС)  за 9 последних месяцев до отчетной даты,Модели сбережений,BROKER
savings_avg_bro_12m,numerical,Средний баланс по продукту инвест. (брокерские счета + ИИС)  за 12 последних месяцев до отчетной даты,Модели сбережений,BROKER
savings_sum_bro_credit_1m,numerical,Сумма поступлений денежных средств на счета с продуктом инвест. (брокерские счета + ИИС)  за 1 месяц до отчетной даты,Модели сбережений,BROKER
savings_sum_bro_credit_3m,numerical,Сумма поступлений денежных средств на счета с продуктом инвест. (брокерские счета + ИИС)  за 3 последних месяцев до отчетной даты,Модели сбережений,BROKER
savings_sum_bro_credit_6m,numerical,Сумма поступлений денежных средств на счета с продуктом инвест. (брокерские счета + ИИС)  за 6 последних месяцев до отчетной даты,Модели сбережений,BROKER
savings_sum_bro_credit_9m,numerical,Сумма поступлений денежных средств на счета с продуктом инвест. (брокерские счета + ИИС)  за 9 последних месяцев до отчетной даты,Модели сбережений,BROKER
savings_sum_bro_credit_12m,numerical,Сумма поступлений денежных средств на счета с продуктом инвест. (брокерские счета + ИИС)  за 12 последних месяцев до отчетной даты,Модели сбережений,BROKER
savings_sum_bro_debet_1m,numerical,Сумма списаний денежных средств со счетов с продуктом инвест. (брокерские счета + ИИС)  за 1 месяц до отчетной даты,Модели сбережений,BROKER
savings_sum_bro_debet_3m,numerical,Сумма списаний денежных средств со счетов с продуктом инвест. (брокерские счета + ИИС)  за 3 последних месяцев до отчетной даты,Модели сбережений,BROKER
savings_sum_bro_debet_6m,numerical,Сумма списаний денежных средств со счетов с продуктом инвест. (брокерские счета + ИИС)  за 6 последних месяцев до отчетной даты,Модели сбережений,BROKER
savings_sum_bro_debet_9m,numerical,Сумма списаний денежных средств со счетов с продуктом инвест. (брокерские счета + ИИС)  за 9 последних месяцев до отчетной даты,Модели сбережений,BROKER
savings_sum_bro_debet_12m,numerical,Сумма списаний денежных средств со счетов с продуктом инвест. (брокерские счета + ИИС)  за 12 последних месяцев до отчетной даты,Модели сбережений,BROKER
savings_sum_oms_now,numerical,Суммарный остаток по продукту ОМС на отчетную дату,Модели сбережений,OMS
savings_sum_oms_1m,numerical,Суммарный остаток по продукту ОМС на отчетную дату минус 1 месяц,Модели сбережений,OMS
savings_sum_oms_2m,numerical,Суммарный остаток по продукту ОМС на отчетную дату минус 2 месяца,Модели сбережений,OMS
savings_sum_oms_3m,numerical,Суммарный остаток по продукту ОМС на отчетную дату минус 3 месяца,Модели сбережений,OMS
savings_sum_oms_6m,numerical,Суммарный остаток по продукту ОМС на отчетную дату минус 6 месяцев,Модели сбережений,OMS
savings_sum_oms_9m,numerical,Суммарный остаток по продукту ОМС на отчетную дату минус 9 месяцев,Модели сбережений,OMS
savings_sum_oms_12m,numerical,Суммарный остаток по продукту ОМС на отчетную дату минус 12 месяцев,Модели сбережений,OMS
savings_avg_oms_1m,numerical,Средний баланс по продукту ОМС за 1 последний месяц до отчетной даты,Модели сбережений,OMS
savings_avg_oms_3m,numerical,Средний баланс по продукту ОМС за 3 последних месяца до отчетной даты,Модели сбережений,OMS
savings_avg_oms_6m,numerical,Средний баланс по продукту ОМС за 6 последних месяцев до отчетной даты,Модели сбережений,OMS
savings_avg_oms_9m,numerical,Средний баланс по продукту ОМС за 9 последних месяцев до отчетной даты,Модели сбережений,OMS
savings_avg_oms_12m,numerical,Средний баланс по продукту ОМС за 12 последних месяцев до отчетной даты,Модели сбережений,OMS
savings_sum_oms_credit_1m,numerical,Сумма поступлений денежных средств на счета с продуктом ОМС за 1 месяц до отчетной даты,Модели сбережений,OMS
savings_sum_oms_credit_3m,numerical,Сумма поступлений денежных средств на счета с продуктом ОМС за 3 последних месяца до отчетной даты,Модели сбережений,OMS
savings_sum_oms_credit_6m,numerical,Сумма поступлений денежных средств на счета с продуктом ОМС за 6 последних месяцев до отчетной даты,Модели сбережений,OMS
savings_sum_oms_credit_9m,numerical,Сумма поступлений денежных средств на счета с продуктом ОМС за 9 последних месяцев до отчетной даты,Модели сбережений,OMS
savings_sum_oms_credit_12m,numerical,Сумма поступлений денежных средств на счета с продуктом ОМС за 12 последних месяцев до отчетной даты,Модели сбережений,OMS
savings_sum_oms_debet_1m,numerical,Сумма списаний денежных средств со счетов с продуктом ОМС за 1 месяц до отчетной даты,Модели сбережений,OMS
savings_sum_oms_debet_3m,numerical,Сумма списаний денежных средств со счетов с продуктом ОМС за 3 последних месяца до отчетной даты,Модели сбережений,OMS
savings_sum_oms_debet_6m,numerical,Сумма списаний денежных средств со счетов с продуктом ОМС за 6 последних месяцев до отчетной даты,Модели сбережений,OMS
savings_sum_oms_debet_9m,numerical,Сумма списаний денежных средств со счетов с продуктом ОМС за 9 последних месяцев до отчетной даты,Модели сбережений,OMS
savings_sum_oms_debet_12m,numerical,Сумма списаний денежных средств со счетов с продуктом ОМС за 12 последних месяцев до отчетной даты,Модели сбережений,OMS
savings_service_model_cd,categorical,Категория клиента (Прайм/Привилегия/Массовый) на отчетную дату,Модели сбережений,
savings_pension_flg,categorical,"Флаг, получает ли клиент пенсию в ВТБ на отчетную дату",Модели сбережений,
savings_deposit_flg,categorical,"Флаг наличия хотя бы одного открытого счета по продукту DEPOSIT на отчетную дату. Методику определения продуктов см. на вкладке ""Определение продуктов""",Модели сбережений,DEPOSIT
savings_safe_acc_flg,categorical,"Флаг наличия хотя бы одного открытого счета по продукту SAFE_ACCOUNT на отчетную дату. Методику определения продуктов см. на вкладке ""Определение продуктов""",Модели сбережений,SAVE ACCOUNT
savings_broker_flg,categorical,"Флаг наличия хотя бы одного открытого счета по продукту INVEST на отчетную дату. Методику определения продуктов см. на вкладке ""Определение продуктов""",Модели сбережений,BROKER
savings_oms_flg,categorical,"Флаг наличия хотя бы одного открытого счета по продукту OMS на отчетную дату. Методику определения продуктов см. на вкладке ""Определение продуктов""",Модели сбережений,OMS
